date	time	n
07-11	172	4
07-11	179	1
07-11	180	54
07-11	182	2
07-11	183	4
07-11	185	10
07-11	188	1
07-11	190	2
07-11	191	1
07-11	192	3
07-11	193	3
07-11	197	10
07-11	198	2
07-11	199	2
07-11	200	1
07-11	201	1
07-11	202	24
07-11	203	42
07-11	204	2
07-11	205	12
07-11	207	8
07-11	210	1
07-11	213	10
07-11	216	10
07-11	218	4
07-11	219	4
07-11	220	17
07-11	221	20
07-11	222	28
07-11	223	4
07-11	225	2
07-11	226	2
07-11	227	47
07-11	228	128
07-11	387	32
07-11	388	58
07-11	389	11
07-11	390	1
07-11	397	20
07-11	400	1
07-11	409	10
07-11	410	21
07-11	411	10
07-11	412	10
07-11	416	7
07-11	419	1
07-11	420	55
07-11	430	1
07-11	436	1
07-11	440	1
07-11	450	1
07-11	460	1
07-11	470	1
07-11	479	1
07-11	480	54
07-11	490	1
07-11	500	1
07-11	510	1
07-11	517	23
07-11	518	1
07-11	519	169
07-11	520	1
07-11	524	1
07-11	530	1
07-11	539	1
07-11	540	55
07-11	547	5
07-11	550	1
07-11	555	6
07-11	556	1
07-11	560	1
07-11	570	1
07-11	571	10
07-11	575	1
07-11	580	1
07-11	590	1
07-11	599	1
07-11	600	55
07-11	602	1
07-11	603	7
07-11	605	26
07-11	606	10
07-11	610	5
07-11	611	16
07-11	612	18
07-11	616	22
07-11	617	7
07-11	620	1
07-11	621	12
07-11	626	14
07-11	627	1
07-11	630	3
07-11	631	20
07-11	640	1
07-11	645	10
07-11	646	53
07-11	647	1
07-11	648	6
07-11	650	1
07-11	651	7
07-11	652	1
07-11	653	33
07-11	654	4
07-11	655	3
07-11	656	21
07-11	657	157
07-11	659	2
07-11	660	30
07-11	665	1
07-11	670	1
07-11	671	4
07-11	674	5
07-11	678	5
07-11	680	16
07-11	683	3
07-11	688	3
07-11	690	2
07-11	691	4
07-11	693	1
07-11	695	4
07-11	699	2
07-11	700	1
07-11	702	2
07-11	704	2
07-11	706	187
07-11	708	10
07-11	709	1
07-11	710	11
07-11	712	1
07-11	714	24
07-11	719	1
07-11	720	54
07-11	722	1
07-11	726	1
07-11	730	1
07-11	735	1
07-11	738	1
07-11	740	1
07-11	747	1
07-11	750	2
07-11	753	31
07-11	754	30
07-11	756	42
07-11	759	20
07-11	760	2
07-11	761	4
07-11	762	1
07-11	764	41
07-11	769	16
07-11	770	1
07-11	772	1
07-11	773	4
07-11	775	1
07-11	777	16
07-11	779	1
07-11	780	56
07-11	781	5
07-11	784	18
07-11	787	4
07-11	788	4
07-11	789	16
07-11	790	5
07-11	791	1
07-11	793	4
07-11	794	17
07-11	795	4
07-11	797	2
07-11	799	16
07-11	800	5
07-11	804	20
07-11	809	21
07-11	810	1
07-11	812	4
07-11	814	22
07-11	818	2
07-11	819	20
07-11	820	1
07-11	821	1
07-11	822	6
07-11	824	16
07-11	825	1
07-11	828	2
07-11	830	21
07-11	831	1
07-11	833	1
07-11	834	1
07-11	839	1
07-11	840	55
07-11	845	1
07-11	850	1
07-11	855	1
07-11	860	1
07-11	865	20
07-11	867	1
07-11	869	20
07-11	870	11
07-11	875	10
07-11	877	10
07-11	880	22
07-11	881	11
07-11	888	50
07-11	890	1
07-11	892	1
07-11	893	34
07-11	894	244
07-11	896	68
07-11	897	136
07-11	898	14
07-11	899	13
07-11	900	55
07-11	901	1
07-11	902	21
07-11	903	1
07-11	905	3
07-11	907	1
07-11	908	1
07-11	909	1
07-11	910	1
07-11	911	11
07-11	913	1
07-11	915	1
07-11	917	2
07-11	919	1
07-11	920	1
07-11	921	1
07-11	922	2
07-11	923	1
07-11	925	1
07-11	926	40
07-11	927	25
07-11	929	1
07-11	930	1
07-11	935	11
07-11	940	1
07-11	942	1
07-11	950	2
07-11	955	1
07-11	959	2
07-11	960	55
07-11	961	1
07-11	962	1
07-11	970	1
07-11	971	30
07-11	973	20
07-11	980	1
07-11	990	4
07-11	992	4
07-11	993	1
07-11	1000	1
07-11	1010	1
07-11	1017	10
07-11	1018	55
07-11	1019	4
07-11	1020	56
07-11	1022	2
07-11	1025	44
07-11	1026	55
07-11	1027	1
07-11	1028	82
07-11	1029	251
07-11	1422	19
07-11	1423	10
07-11	1426	1
07-11	1430	1
07-11	1433	1
07-11	1434	21
07-11	1435	3
07-11	1436	22
07-11	1437	22
07-11	1438	22
07-11	1439	25
07-11	1440	54
07-12	103	9
07-12	110	1
07-12	119	1
07-12	120	55
07-12	122	3
07-12	123	1
07-12	124	1
07-12	126	1
07-12	130	2
07-12	131	27
07-12	132	2
07-12	134	4
07-12	135	2
07-12	136	6
07-12	137	3
07-12	140	6
07-12	141	5
07-12	142	2
07-12	143	3
07-12	146	4
07-12	147	2
07-12	148	2
07-12	149	2
07-12	150	5
07-12	151	2
07-12	152	3
07-12	153	3
07-12	156	2
07-12	157	2
07-12	159	1
07-12	160	1
07-12	161	2
07-12	162	2
07-12	164	1
07-12	166	3
07-12	167	2
07-12	168	1
07-12	169	6
07-12	170	1
07-12	171	2
07-12	172	3
07-12	175	2
07-12	176	2
07-12	177	2
07-12	179	1
07-12	180	55
07-12	181	4
07-12	182	2
07-12	184	4
07-12	185	2
07-12	186	18
07-12	187	4
07-12	190	1
07-12	191	2
07-12	192	2
07-12	196	2
07-12	200	1
07-12	204	2
07-12	205	2
07-12	210	1
07-12	212	13
07-12	213	2
07-12	215	2
07-12	216	2
07-12	217	3
07-12	218	2
07-12	219	2
07-12	220	1
07-12	222	5
07-12	224	6
07-12	225	1
07-12	227	1
07-12	228	3
07-12	229	1
07-12	230	4
07-12	231	1
07-12	232	2
07-12	234	3
07-12	235	1
07-12	236	3
07-12	238	1
07-12	239	65
07-12	240	60
07-12	246	22
07-12	247	4
07-12	248	15
07-12	249	12
07-12	250	2
07-12	251	1
07-12	252	4
07-12	253	2
07-12	260	1
07-12	261	3
07-12	262	1
07-12	263	3
07-12	269	1
07-12	270	1
07-12	273	1
07-12	274	2
07-12	275	5
07-12	276	174
07-12	381	38
07-12	390	1
07-12	400	1
07-12	410	1
07-12	417	3
07-12	419	1
07-12	420	55
07-12	430	1
07-12	433	1
07-12	434	17
07-12	440	1
07-12	450	1
07-12	460	1
07-12	469	15
07-12	470	1
07-12	474	21
07-12	477	23
07-12	479	11
07-12	480	55
07-12	481	1
07-12	482	2
07-12	483	1
07-12	486	21
07-12	488	17
07-12	490	1
07-12	497	30
07-12	499	1
07-12	500	3
07-12	502	1
07-12	505	1
07-12	510	1
07-12	512	2
07-12	520	1
07-12	522	1
07-12	524	1
07-12	530	1
07-12	534	2
07-12	539	1
07-12	540	55
07-12	547	2
07-12	550	1
07-12	559	3
07-12	560	1
07-12	562	6
07-12	564	1
07-12	565	10
07-12	568	4
07-12	570	1
07-12	571	2
07-12	580	1
07-12	581	4
07-12	583	1
07-12	590	1
07-12	593	2
07-12	599	1
07-12	600	55
07-12	606	2
07-12	609	5
07-12	610	1
07-12	613	4
07-12	617	1
07-12	618	1
07-12	620	1
07-12	626	10
07-12	629	2
07-12	630	1
07-12	632	30
07-12	633	40
07-12	638	20
07-12	640	1
07-12	641	2
07-12	645	100
07-12	646	41
07-12	647	43
07-12	648	7
07-12	650	2
07-12	651	7
07-12	652	6
07-12	654	3
07-12	655	7
07-12	657	1
07-12	659	2
07-12	660	62
07-12	661	1
07-12	664	1
07-12	666	25
07-12	668	9
07-12	670	5
07-12	671	1
07-12	673	17
07-12	675	1
07-12	676	4
07-12	677	1
07-12	678	18
07-12	679	1
07-12	680	17
07-12	681	2
07-12	682	1
07-12	683	16
07-12	684	1
07-12	686	1
07-12	688	40
07-12	690	14
07-12	691	1
07-12	692	5
07-12	693	1
07-12	694	4
07-12	695	10
07-12	696	67
07-12	698	1
07-12	700	9
07-12	702	2
07-12	703	20
07-12	705	8
07-12	710	19
07-12	715	10
07-12	719	1
07-12	720	67
07-12	725	12
07-12	726	1
07-12	727	2
07-12	729	6
07-12	730	33
07-12	732	1
07-12	735	21
07-12	738	3
07-12	739	1
07-12	740	1
07-12	741	4
07-12	744	2
07-12	748	1
07-12	749	1
07-12	750	3
07-12	760	2
07-12	770	1
07-12	771	1
07-12	772	20
07-12	773	270
07-12	774	12
07-12	775	10
07-12	779	1
07-12	780	55
07-12	783	1
07-12	784	5
07-12	787	4
07-12	788	1
07-12	790	1
07-12	793	1
07-12	795	1
07-12	796	2
07-12	800	1
07-12	804	2
07-12	805	34
07-12	806	2
07-12	807	1
07-12	808	5
07-12	810	2
07-12	813	1
07-12	814	4
07-12	816	6
07-12	817	2
07-12	819	1
07-12	820	91
07-12	822	2
07-12	825	1
07-12	827	2
07-12	828	2
07-12	829	4
07-12	830	18
07-12	832	1
07-12	837	1
07-12	839	1
07-12	840	56
07-12	843	9
07-12	844	1
07-12	846	6
07-12	847	3
07-12	849	4
07-12	850	1
07-12	855	1
07-12	857	1
07-12	859	3
07-12	860	1
07-12	861	3
07-12	863	4
07-12	864	1
07-12	869	1
07-12	870	1
07-12	871	1
07-12	873	1
07-12	874	1
07-12	875	1
07-12	876	7
07-12	877	1
07-12	878	2
07-12	879	1
07-12	880	2
07-12	885	1
07-12	888	1
07-12	890	1
07-12	892	1
07-12	895	1
07-12	897	1
07-12	898	2
07-12	899	2
07-12	900	56
07-12	901	1
07-12	902	1
07-12	904	2
07-12	906	1
07-12	907	1
07-12	909	1
07-12	910	1
07-12	911	1
07-12	917	3
07-12	920	1
07-12	930	1
07-12	935	10
07-12	938	23
07-12	940	1
07-12	941	30
07-12	942	2
07-12	943	11
07-12	950	1
07-12	952	1
07-12	959	4
07-12	960	55
07-12	962	1
07-12	963	21
07-12	966	2
07-12	970	1
07-12	972	2
07-12	974	4
07-12	975	8
07-12	976	22
07-12	977	10
07-12	978	5
07-12	979	3
07-12	980	36
07-12	981	1
07-12	985	1
07-12	989	1
07-12	990	1
07-12	994	1
07-12	998	1
07-12	1000	1
07-12	1002	1
07-12	1007	1
07-12	1010	3
07-12	1011	1
07-12	1016	21
07-12	1017	22
07-12	1018	403
07-12	1080	83
07-12	1081	12
07-12	1082	1
07-12	1084	6
07-12	1085	4
07-12	1086	22
07-12	1087	194
07-13	118	9
07-13	119	1
07-13	120	60
07-13	122	4
07-13	123	5
07-13	129	1
07-13	130	1
07-13	131	2
07-13	133	6
07-13	134	2
07-13	135	6
07-13	137	1
07-13	138	2
07-13	140	2
07-13	145	2
07-13	146	1
07-13	148	8
07-13	149	3
07-13	150	2
07-13	151	7
07-13	153	5
07-13	154	4
07-13	160	26
07-13	162	4
07-13	163	185
07-13	282	6
07-13	283	4
07-13	290	1
07-13	299	1
07-13	300	55
07-13	310	1
07-13	320	1
07-13	326	1
07-13	328	1
07-13	330	1
07-13	340	1
07-13	350	1
07-13	359	1
07-13	360	55
07-13	370	1
07-13	380	1
07-13	386	1
07-13	390	1
07-13	398	2
07-13	399	198
07-13	891	11
07-13	892	11
07-13	893	189
07-13	899	1
07-13	900	55
07-13	910	1
07-13	913	3
07-13	920	1
07-13	922	4
07-13	930	1
07-13	940	1
07-13	950	1
07-13	959	4
07-13	960	55
07-13	970	1
07-13	980	1
07-13	990	1
07-13	993	1
07-13	1000	1
07-13	1008	1
07-13	1010	30
07-13	1011	2
07-13	1019	1
07-13	1020	56
07-13	1024	2
07-13	1026	2
07-13	1030	1
07-13	1031	1
07-13	1037	2
07-13	1038	2
07-13	1040	1
07-13	1042	1
07-13	1043	4
07-13	1045	4
07-13	1050	1
07-13	1053	1
07-13	1059	1
07-13	1060	5
07-13	1061	2
07-13	1063	5
07-13	1065	5
07-13	1066	2
07-13	1067	175
07-14	1	1
07-14	2	2
07-14	7	1
07-14	8	6
07-14	10	12
07-14	11	24
07-14	13	4
07-14	14	2
07-14	16	1
07-14	17	2
07-14	19	90
07-14	20	1
07-14	23	1
07-14	24	2
07-14	26	1
07-14	27	10
07-14	28	172
07-14	130	13
07-14	131	1
07-14	134	7
07-14	135	5
07-14	138	2
07-14	139	2
07-14	140	1
07-14	141	4
07-14	142	14
07-14	143	2
07-14	144	174
07-14	167	9
07-14	168	24
07-14	169	183
07-14	173	10
07-14	179	13
07-14	180	35
07-14	183	1
07-14	184	2
07-14	185	17
07-14	186	12
07-14	187	10
07-14	188	2
07-14	189	2
07-14	190	8
07-14	191	14
07-14	192	1
07-14	194	12
07-14	200	3
07-14	203	3
07-14	205	1
07-14	206	1
07-14	210	5
07-14	215	1
07-14	216	1
07-14	217	1
07-14	218	5
07-14	219	8
07-14	220	1
07-14	224	1
07-14	225	6
07-14	226	10
07-14	227	3
07-14	228	4
07-14	229	2
07-14	230	2
07-14	235	5
07-14	236	1
07-14	237	244
07-14	244	9
07-14	246	1
07-14	247	7
07-14	248	2
07-14	249	1
07-14	250	4
07-14	256	1
07-14	258	1
07-14	259	2
07-14	260	1
07-14	261	1
07-14	262	1
07-14	263	3
07-14	265	2
07-14	270	17
07-14	273	1
07-14	277	3
07-14	278	11
07-14	280	3
07-14	281	2
07-14	283	1
07-14	284	1
07-14	285	1
07-14	287	6
07-14	290	1
07-14	294	4
07-14	295	1
07-14	298	2
07-14	299	6
07-14	300	23
07-14	301	3
07-14	302	3
07-14	303	4
07-14	304	3
07-14	305	2
07-14	306	4
07-14	307	2
07-14	310	4
07-14	312	1
07-14	313	4
07-14	314	2
07-14	315	2
07-14	316	4
07-14	318	4
07-14	319	4
07-14	320	3
07-14	321	174
07-14	617	14
07-14	620	2
07-14	625	2
07-14	626	12
07-14	628	2
07-14	629	1
07-14	630	1
07-14	632	2
07-14	636	2
07-14	638	1
07-14	639	23
07-14	640	1
07-14	641	6
07-14	642	2
07-14	644	3
07-14	645	4
07-14	646	11
07-14	647	1
07-14	649	4
07-14	650	3
07-14	651	6
07-14	652	10
07-14	653	8
07-14	654	2
07-14	655	7
07-14	656	1
07-14	658	4
07-14	659	1
07-14	660	26
07-14	661	1
07-14	662	6
07-14	663	17
07-14	665	1
07-14	666	1
07-14	670	15
07-14	671	1
07-14	675	21
07-14	677	10
07-14	680	17
07-14	682	1
07-14	683	1
07-14	685	3
07-14	686	1
07-14	687	1
07-14	690	1
07-14	692	8
07-14	693	10
07-14	694	5
07-14	697	3
07-14	698	3
07-14	699	8
07-14	700	1
07-14	702	2
07-14	704	1
07-14	705	1
07-14	706	1
07-14	707	9
07-14	708	21
07-14	710	11
07-14	711	3
07-14	712	2
07-14	713	2
07-14	714	22
07-14	719	1
07-14	720	55
07-14	721	4
07-14	722	1
07-14	723	1
07-14	729	2
07-14	730	3
07-14	731	2
07-14	732	3
07-14	733	7
07-14	734	3
07-14	735	9
07-14	736	5
07-14	740	6
07-14	741	1
07-14	742	5
07-14	746	2
07-14	747	3
07-14	748	2
07-14	750	1
07-14	751	4
07-14	752	4
07-14	753	1
07-14	754	4
07-14	755	5
07-14	756	2
07-14	758	1
07-14	759	1
07-14	760	6
07-14	761	11
07-14	762	2
07-14	763	179
07-15	3	1
07-15	10	1
07-15	17	1
07-15	20	2
07-15	21	1
07-15	27	1
07-15	30	1
07-15	31	3
07-15	32	2
07-15	33	48
07-15	34	2
07-15	35	8
07-15	38	2
07-15	40	4
07-15	42	2
07-15	44	4
07-15	46	2
07-15	47	13
07-15	48	87
07-15	49	2
07-15	50	2
07-15	53	11
07-15	54	190
07-15	389	120
07-15	390	19
07-15	400	1
07-15	410	1
07-15	419	1
07-15	420	23
07-15	430	1
07-15	435	18
07-15	440	1
07-15	443	1
07-15	444	6
07-15	450	1
07-15	454	1
07-15	460	1
07-15	470	1
07-15	475	7
07-15	479	1
07-15	480	23
07-15	490	1
07-15	496	83
07-15	500	1
07-15	505	6
07-15	508	5
07-15	509	1
07-15	510	7
07-15	513	40
07-15	517	7
07-15	519	1
07-15	520	1
07-15	530	1
07-15	539	1
07-15	540	23
07-15	550	1
07-15	560	1
07-15	570	1
07-15	580	1
07-15	581	10
07-15	582	10
07-15	590	1
07-15	599	1
07-15	600	23
07-15	610	1
07-15	620	1
07-15	623	1
07-15	624	6
07-15	630	1
07-15	640	1
07-15	650	1
07-15	651	7
07-15	654	4
07-15	655	3
07-15	659	1
07-15	660	30
07-15	670	1
07-15	679	11
07-15	680	4
07-15	690	1
07-15	700	1
07-15	710	1
07-15	719	1
07-15	720	23
07-15	727	3
07-15	728	3
07-15	730	1
07-15	740	1
07-15	741	3
07-15	744	5
07-15	750	1
07-15	760	1
07-15	766	1
07-15	768	5
07-15	770	1
07-15	774	7
07-15	777	1
07-15	778	6
07-15	779	1
07-15	780	23
07-15	787	10
07-15	790	1
07-15	800	26
07-15	810	1
07-15	820	1
07-15	830	1
07-15	839	1
07-15	840	23
07-15	850	1
07-15	851	5
07-15	855	7
07-15	860	1
07-15	870	1
07-15	880	1
07-15	885	13
07-15	890	1
07-15	896	5
07-15	899	1
07-15	900	23
07-15	904	11
07-15	910	1
07-15	916	10
07-15	920	1
07-15	925	11
07-15	930	4
07-15	938	1
07-15	940	1
07-15	950	3
07-15	954	3
07-15	955	3
07-15	959	5
07-15	960	23
07-15	961	3
07-15	962	3
07-15	966	3
07-15	969	3
07-15	970	1
07-15	974	3
07-15	980	1
07-15	983	6
07-15	990	1
07-15	1000	4
07-15	1003	1
07-15	1004	16
07-15	1006	1
07-15	1007	1
07-15	1008	20
07-15	1009	1
07-15	1010	14
07-15	1011	338
07-15	1382	13
07-15	1383	4
07-15	1384	4
07-15	1385	1
07-15	1386	2
07-15	1387	57
07-15	1388	21
07-15	1390	2
07-15	1391	2
07-15	1392	1
07-15	1393	7
07-15	1394	1
07-15	1395	1
07-15	1396	3
07-15	1397	2
07-15	1398	5
07-15	1400	19
07-15	1401	10
07-15	1402	2
07-15	1404	2
07-15	1405	2
07-15	1406	2
07-15	1408	2
07-15	1410	101
07-15	1411	2
07-15	1414	2
07-15	1415	1
07-15	1418	2
07-15	1419	10
07-15	1420	1
07-15	1421	3
07-15	1424	54
07-15	1425	1
07-15	1429	4
07-15	1430	1
07-15	1431	3
07-15	1432	1
07-15	1433	1
07-15	1438	4
07-15	1439	1
07-15	1440	35
07-16	18	19
07-16	20	1
07-16	26	4
07-16	27	1
07-16	30	1
07-16	32	2
07-16	33	239
07-16	101	10
07-16	102	12
07-16	103	195
07-16	133	10
07-16	136	1
07-16	137	4
07-16	138	11
07-16	140	1
07-16	141	1
07-16	142	2
07-16	143	4
07-16	145	6
07-16	146	3
07-16	147	1
07-16	148	26
07-16	149	54
07-16	150	84
07-16	151	52
07-16	152	60
07-16	154	4
07-16	155	1
07-16	156	4
07-16	159	2
07-16	160	3
07-16	161	8
07-16	165	3
07-16	166	189
07-16	373	58
07-16	374	40
07-16	376	10
07-16	380	1
07-16	386	10
07-16	387	24
07-16	388	24
07-16	389	20
07-16	390	21
07-16	391	20
07-16	393	20
07-16	397	15
07-16	400	1
07-16	409	17
07-16	410	1
07-16	419	1
07-16	420	23
07-16	423	1
07-16	424	10
07-16	430	1
07-16	435	30
07-16	440	1
07-16	442	20
07-16	447	20
07-16	450	1
07-16	452	20
07-16	460	1
07-16	462	38
07-16	470	17
07-16	471	20
07-16	475	20
07-16	479	1
07-16	480	43
07-16	489	20
07-16	490	1
07-16	500	3
07-16	501	6
07-16	510	1
07-16	520	1
07-16	530	1
07-16	532	20
07-16	539	1
07-16	540	23
07-16	550	1
07-16	551	7
07-16	560	1
07-16	562	1
07-16	570	1
07-16	580	1
07-16	590	1
07-16	599	2
07-16	600	23
07-16	610	1
07-16	620	1
07-16	630	1
07-16	636	1
07-16	640	1
07-16	650	1
07-16	651	7
07-16	654	4
07-16	655	4
07-16	658	3
07-16	659	1
07-16	660	50
07-16	670	1
07-16	678	2
07-16	680	4
07-16	690	1
07-16	700	1
07-16	710	1
07-16	715	1
07-16	719	1
07-16	720	23
07-16	730	1
07-16	740	1
07-16	747	1
07-16	750	1
07-16	760	1
07-16	770	1
07-16	779	1
07-16	780	23
07-16	790	2
07-16	800	1
07-16	810	1
07-16	815	10
07-16	816	6
07-16	817	23
07-16	819	1
07-16	820	84
07-16	821	10
07-16	822	20
07-16	823	7
07-16	830	1
07-16	839	1
07-16	840	23
07-16	843	7
07-16	849	1
07-16	850	34
07-16	851	300
07-16	852	2
07-16	854	2
07-16	855	2
07-16	856	2
07-16	858	2
07-16	859	2
07-16	860	1
07-16	863	2
07-16	870	1
07-16	871	41
07-16	874	10
07-16	880	5
07-16	883	75
07-16	884	28
07-16	890	1
07-16	892	17
07-16	893	20
07-16	896	21
07-16	897	30
07-16	898	5
07-16	899	64
07-16	900	23
07-16	910	1
07-16	913	20
07-16	920	1
07-16	925	20
07-16	926	1
07-16	930	1
07-16	933	1
07-16	935	10
07-16	940	1
07-16	950	1
07-16	959	1
07-16	960	23
07-16	970	1
07-16	977	3
07-16	980	1
07-16	983	20
07-16	984	1
07-16	985	2
07-16	986	3
07-16	989	20
07-16	990	1
07-16	996	5
07-16	1000	1
07-16	1010	1
07-16	1014	2
07-16	1015	28
07-16	1017	7
07-16	1019	4
07-16	1020	23
07-16	1021	10
07-16	1022	440
07-16	1396	41
07-16	1397	10
07-16	1398	1
07-16	1399	6
07-16	1400	1
07-16	1402	1
07-16	1403	16
07-16	1408	42
07-16	1409	26
07-16	1410	5
07-16	1411	65
07-16	1413	12
07-16	1416	2
07-16	1417	2
07-16	1418	35
07-16	1420	1
07-16	1422	13
07-16	1423	13
07-16	1424	7
07-16	1425	2
07-16	1428	1
07-16	1429	1
07-16	1430	1
07-16	1433	2
07-16	1436	1
07-16	1439	1
07-16	1440	23
07-17	389	6
07-17	390	111
07-17	391	50
07-17	392	20
07-17	400	1
07-17	404	1
07-17	410	1
07-17	414	10
07-17	416	20
07-17	419	1
07-17	420	55
07-17	430	1
07-17	438	20
07-17	440	1
07-17	450	1
07-17	460	3
07-17	470	1
07-17	475	53
07-17	476	10
07-17	477	20
07-17	479	1
07-17	480	54
07-17	490	1
07-17	492	20
07-17	493	1
07-17	496	26
07-17	497	6
07-17	500	2
07-17	501	2
07-17	506	1
07-17	508	30
07-17	510	2
07-17	514	21
07-17	519	1
07-17	520	11
07-17	521	33
07-17	522	20
07-17	523	1
07-17	527	3
07-17	529	5
07-17	530	1
07-17	532	1
07-17	536	1
07-17	539	1
07-17	540	55
07-17	541	1
07-17	544	30
07-17	545	1
07-17	549	1
07-17	550	1
07-17	554	11
07-17	558	1
07-17	560	17
07-17	562	1
07-17	567	1
07-17	570	1
07-17	571	1
07-17	572	10
07-17	575	1
07-17	580	2
07-17	584	1
07-17	588	1
07-17	590	1
07-17	591	3
07-17	593	1
07-17	597	1
07-17	599	1
07-17	600	55
07-17	601	4
07-17	602	1
07-17	604	20
07-17	605	10
07-17	607	10
07-17	608	30
07-17	609	1
07-17	610	2
07-17	615	1
07-17	619	1
07-17	620	1
07-17	623	1
07-17	625	5
07-17	628	1
07-17	630	1
07-17	632	1
07-17	636	25
07-17	638	1
07-17	639	6
07-17	640	1
07-17	641	1
07-17	645	1
07-17	649	1
07-17	650	1
07-17	651	7
07-17	652	3
07-17	654	2
07-17	655	3
07-17	658	1
07-17	659	1
07-17	660	53
07-17	663	1
07-17	667	1
07-17	670	1
07-17	671	1
07-17	676	1
07-17	678	1
07-17	680	17
07-17	682	11
07-17	683	11
07-17	684	2
07-17	687	2
07-17	689	1
07-17	690	1
07-17	693	1
07-17	697	1
07-17	700	1
07-17	702	1
07-17	706	1
07-17	710	1
07-17	711	1
07-17	713	2
07-17	715	1
07-17	717	10
07-17	719	2
07-17	720	55
07-17	724	1
07-17	728	1
07-17	730	1
07-17	732	1
07-17	737	1
07-17	740	1
07-17	741	1
07-17	745	1
07-17	750	2
07-17	754	1
07-17	758	1
07-17	760	1
07-17	763	1
07-17	767	1
07-17	770	1
07-17	772	1
07-17	775	1
07-17	776	1
07-17	779	21
07-17	780	55
07-17	782	1
07-17	783	36
07-17	785	1
07-17	790	1
07-17	794	31
07-17	795	11
07-17	796	26
07-17	799	1
07-17	800	7
07-17	807	20
07-17	810	1
07-17	813	10
07-17	814	2
07-17	816	10
07-17	818	25
07-17	820	1
07-17	821	13
07-17	830	1
07-17	839	1
07-17	840	65
07-17	847	168
07-17	850	11
07-17	860	1
07-17	862	1
07-17	869	20
07-17	870	1
07-17	873	10
07-17	874	10
07-17	880	1
07-17	890	1
07-17	897	10
07-17	898	11
07-17	899	1
07-17	900	56
07-17	901	1
07-17	902	154
07-17	904	4
07-17	905	99
07-17	906	121
07-17	907	12
07-17	908	10
07-17	909	10
07-17	910	1
07-17	920	1
07-17	930	1
07-17	940	1
07-17	947	20
07-17	948	24
07-17	949	30
07-17	950	32
07-17	951	16
07-17	953	1
07-17	955	7
07-17	956	48
07-17	957	2
07-17	959	4
07-17	960	55
07-17	962	3
07-17	964	1
07-17	965	1
07-17	967	5
07-17	970	1
07-17	972	2
07-17	975	25
07-17	976	2
07-17	977	1
07-17	979	1
07-17	980	27
07-17	981	109
07-17	982	1030
07-17	983	3072
07-17	984	22
07-17	985	7
07-17	986	20
07-17	990	1
07-17	991	24
07-17	992	14
07-17	993	16
07-17	994	10
07-17	996	20
07-17	997	30
07-17	998	22
07-17	999	10
07-17	1000	1
07-17	1002	12
07-17	1003	30
07-17	1005	3
07-17	1006	33
07-17	1010	45
07-17	1011	10
07-17	1014	5
07-17	1016	20
07-17	1017	1
07-17	1018	30
07-17	1019	4
07-17	1020	41
07-17	1021	19
07-17	1023	2
07-17	1025	1
07-17	1030	1
07-17	1032	33
07-17	1033	44
07-17	1034	62
07-17	1035	3
07-17	1036	382
07-17	1348	6
07-17	1349	4
07-17	1350	36
07-17	1357	2
07-17	1358	35
07-17	1360	1
07-17	1362	50
07-17	1364	5
07-17	1365	40
07-17	1366	2
07-17	1369	12
07-17	1370	24
07-17	1371	40
07-17	1379	1
07-17	1380	23
07-17	1381	3
07-17	1390	1
07-17	1393	1
07-17	1394	1
07-17	1400	1
07-17	1405	1
07-17	1406	2
07-17	1407	1
07-17	1408	25
07-17	1409	3
07-17	1410	170
07-18	30	13
07-18	33	5
07-18	38	2
07-18	40	4
07-18	42	6
07-18	43	1
07-18	46	6
07-18	48	2
07-18	50	8
07-18	52	6
07-18	53	1
07-18	56	4
07-18	57	10
07-18	58	26
07-18	59	11
07-18	60	56
07-18	66	20
07-18	67	24
07-18	69	16
07-18	70	42
07-18	71	19
07-18	72	2
07-18	74	74
07-18	75	129
07-18	286	12
07-18	287	3
07-18	288	11
07-18	289	31
07-18	290	12
07-18	291	2
07-18	299	1
07-18	300	55
07-18	301	2
07-18	303	2
07-18	306	30
07-18	307	40
07-18	308	175
07-18	387	56
07-18	388	20
07-18	389	10
07-18	390	1
07-18	400	1
07-18	401	10
07-18	408	2
07-18	409	5
07-18	410	8
07-18	411	34
07-18	419	8
07-18	420	59
07-18	430	1
07-18	434	18
07-18	440	1
07-18	450	1
07-18	460	1
07-18	470	1
07-18	479	1
07-18	480	54
07-18	490	1
07-18	495	1
07-18	496	6
07-18	500	1
07-18	505	10
07-18	506	1
07-18	507	40
07-18	510	1
07-18	511	2
07-18	520	1
07-18	529	3
07-18	530	1
07-18	532	2
07-18	533	3
07-18	534	2
07-18	537	21
07-18	539	1
07-18	540	54
07-18	542	10
07-18	544	1
07-18	547	1
07-18	548	2
07-18	549	7
07-18	550	11
07-18	560	1
07-18	561	25
07-18	564	10
07-18	569	1
07-18	570	36
07-18	571	15
07-18	572	2
07-18	575	3
07-18	578	4
07-18	579	33
07-18	580	1
07-18	581	35
07-18	585	2
07-18	587	13
07-18	588	10
07-18	590	1
07-18	591	1
07-18	599	1
07-18	600	55
07-18	603	1
07-18	610	1
07-18	615	1
07-18	620	1
07-18	621	9
07-18	624	1
07-18	630	2
07-18	632	1
07-18	633	1
07-18	636	1
07-18	639	1
07-18	640	1
07-18	641	1
07-18	643	1
07-18	645	1
07-18	646	1
